"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Mar 19 13:33:12 CST 2021","Fri Mar 19 13:33:13 CST 2021","502","test","test_api","","","","公众号中的预添加设置",""
"failed","Fri Mar 19 13:32:50 CST 2021","Fri Mar 19 13:32:50 CST 2021","406","test","test_api","","","","创建群成员-成员1（群主）",""
"failed","Fri Mar 19 13:33:31 CST 2021","Fri Mar 19 13:33:32 CST 2021","170","test","test_api","","","","发送图片",""
"passed","Fri Mar 19 13:33:23 CST 2021","Fri Mar 19 13:33:24 CST 2021","791","test","test_api","","","","更改密码",""
"passed","Fri Mar 19 13:34:13 CST 2021","Fri Mar 19 13:34:13 CST 2021","269","test","test_api","","","","应用7中推送——link",""
"passed","Fri Mar 19 13:33:48 CST 2021","Fri Mar 19 13:33:48 CST 2021","118","test","test_api","","","","指定某一个app从频道退出这里是指应用9",""
"passed","Fri Mar 19 13:33:50 CST 2021","Fri Mar 19 13:33:50 CST 2021","380","test","test_api","","","","发送公众号接口 - url",""
"failed","Fri Mar 19 13:32:45 CST 2021","Fri Mar 19 13:32:45 CST 2021","111","test","test_api","","","","创建成员 - 带头像的成员",""
"passed","Fri Mar 19 13:33:40 CST 2021","Fri Mar 19 13:33:41 CST 2021","922","test","test_api","","","","创建部门可交互式部门3-成员2",""
"passed","Fri Mar 19 13:32:37 CST 2021","Fri Mar 19 13:32:37 CST 2021","266","test","test_api","","","","正常登陆",""
"passed","Fri Mar 19 13:33:41 CST 2021","Fri Mar 19 13:33:42 CST 2021","815","test","test_api","","","","创建部门可交互式部门3-成员3",""
"failed","Fri Mar 19 13:33:47 CST 2021","Fri Mar 19 13:33:47 CST 2021","81","test","test_api","","","","新建消息频道-1",""
"passed","Fri Mar 19 13:32:40 CST 2021","Fri Mar 19 13:32:40 CST 2021","219","test","test_api","","","","获取一级自部门列表",""
"passed","Fri Mar 19 13:33:56 CST 2021","Fri Mar 19 13:33:57 CST 2021","608","test","test_api","","","","创建日程-简单日程-只提醒参与人(不重复)",""
"broken","Fri Mar 19 13:32:41 CST 2021","Fri Mar 19 13:32:41 CST 2021","1","test","test_api","","","","上传媒体文件-mp4",""
"passed","Fri Mar 19 13:32:38 CST 2021","Fri Mar 19 13:32:38 CST 2021","73","test","test_api","","","","创建部门 - 参数缺失",""
"passed","Fri Mar 19 13:33:54 CST 2021","Fri Mar 19 13:33:54 CST 2021","407","test","test_api","","","","创建日程-简单日程 -每周重复",""
"passed","Fri Mar 19 13:34:12 CST 2021","Fri Mar 19 13:34:12 CST 2021","256","test","test_api","","","","应用7中推送——datepicker-样式2",""
"passed","Fri Mar 19 13:33:01 CST 2021","Fri Mar 19 13:33:01 CST 2021","709","test","test_api","","","","删除成员-删除群成员",""
"passed","Fri Mar 19 13:32:42 CST 2021","Fri Mar 19 13:32:42 CST 2021","216","test","test_api","","","","创建成员 - 部门不存在",""
"passed","Fri Mar 19 13:33:20 CST 2021","Fri Mar 19 13:33:20 CST 2021","443","test","test_api","","","","创建卡片-公众号1-基本卡片",""
"passed","Fri Mar 19 13:34:12 CST 2021","Fri Mar 19 13:34:12 CST 2021","276","test","test_api","","","","应用7中推送——datepicker",""
"passed","Fri Mar 19 13:33:33 CST 2021","Fri Mar 19 13:33:33 CST 2021","255","test","test_api","","","","发送可交互式消息-type：datepicker",""
"passed","Fri Mar 19 13:32:53 CST 2021","Fri Mar 19 13:32:53 CST 2021","76","test","test_api","","","","修改群信息 - 必填缺失",""
"passed","Fri Mar 19 13:32:57 CST 2021","Fri Mar 19 13:32:57 CST 2021","238","test","test_api","","","","获取群信息 - 3",""
"passed","Fri Mar 19 13:33:15 CST 2021","Fri Mar 19 13:33:15 CST 2021","527","test","test_api","","","","创建公众号-单个成员预添加-权限全部门",""
"passed","Fri Mar 19 13:32:48 CST 2021","Fri Mar 19 13:32:49 CST 2021","305","test","test_api","","","","删除部门 - 群里有人无法删除",""
"failed","Fri Mar 19 13:33:47 CST 2021","Fri Mar 19 13:33:47 CST 2021","90","test","test_api","","","","将消息频道2与应用5的app结合",""
"passed","Fri Mar 19 13:32:56 CST 2021","Fri Mar 19 13:32:57 CST 2021","227","test","test_api","","","","获取群成员 - 2",""
"passed","Fri Mar 19 13:34:08 CST 2021","Fri Mar 19 13:34:09 CST 2021","489","test","test_api","","","","删除日程",""
"passed","Fri Mar 19 13:33:49 CST 2021","Fri Mar 19 13:33:50 CST 2021","356","test","test_api","","","","发送公众号接口",""
"passed","Fri Mar 19 13:34:15 CST 2021","Fri Mar 19 13:34:15 CST 2021","259","test","test_api","","","","应用7中推送——userpicker",""
"passed","Fri Mar 19 13:32:40 CST 2021","Fri Mar 19 13:32:40 CST 2021","75","test","test_api","","","","更新部门 - 必填缺失",""
"passed","Fri Mar 19 13:32:57 CST 2021","Fri Mar 19 13:32:57 CST 2021","250","test","test_api","","","","删除群成员 - 删除不存在的成员",""
"broken","Fri Mar 19 13:34:16 CST 2021","Fri Mar 19 13:34:16 CST 2021","127","test","test_api","","","","应用6加入统一代办",""
"passed","Fri Mar 19 13:33:28 CST 2021","Fri Mar 19 13:33:29 CST 2021","599","test","test_api","","","","禁用公众号4",""
"passed","Fri Mar 19 13:33:08 CST 2021","Fri Mar 19 13:33:09 CST 2021","824","test","test_api","","","","创建一个普通群-部门管理员",""
"passed","Fri Mar 19 13:33:45 CST 2021","Fri Mar 19 13:33:45 CST 2021","469","test","test_api","","","","发送可交互式消息-非常多文字的布局测试",""
"failed","Fri Mar 19 13:33:47 CST 2021","Fri Mar 19 13:33:47 CST 2021","82","test","test_api","","","","新建消息频道-2",""
"passed","Fri Mar 19 13:33:29 CST 2021","Fri Mar 19 13:33:30 CST 2021","510","test","test_api","","","","获取8787用户token",""
"passed","Fri Mar 19 13:33:39 CST 2021","Fri Mar 19 13:33:40 CST 2021","815","test","test_api","","","","创建部门可交互式部门3-成员1",""
"passed","Fri Mar 19 13:34:15 CST 2021","Fri Mar 19 13:34:15 CST 2021","259","test","test_api","","","","应用7中推送——filepicker",""
"failed","Fri Mar 19 13:33:48 CST 2021","Fri Mar 19 13:33:48 CST 2021","85","test","test_api","","","","将消息频道3与应用7的app结合",""
"passed","Fri Mar 19 13:33:54 CST 2021","Fri Mar 19 13:33:54 CST 2021","510","test","test_api","","","","创建日程-简单日程 -仅参与人可见",""
"passed","Fri Mar 19 13:32:42 CST 2021","Fri Mar 19 13:32:42 CST 2021","298","test","test_api","","","","创建成员-重复创建",""
"passed","Fri Mar 19 13:32:40 CST 2021","Fri Mar 19 13:32:40 CST 2021","74","test","test_api","","","","获取一级自部门列表 - 缺少参数",""
"passed","Fri Mar 19 13:32:49 CST 2021","Fri Mar 19 13:32:49 CST 2021","551","test","test_api","","","","删除部门里多余的人",""
"broken","Fri Mar 19 13:34:20 CST 2021","Fri Mar 19 13:34:20 CST 2021","387","test","test_api","","","","代办卡片短⽂本-居中-大号",""
"passed","Fri Mar 19 13:33:00 CST 2021","Fri Mar 19 13:33:00 CST 2021","278","test","test_api","","","","获取群成员 - 6",""
"passed","Fri Mar 19 13:32:37 CST 2021","Fri Mar 19 13:32:37 CST 2021","134","test","test_api","","","","获取企业自定义字段属性",""
"passed","Fri Mar 19 13:32:56 CST 2021","Fri Mar 19 13:32:56 CST 2021","231","test","test_api","","","","获取群信息 - 2",""
"passed","Fri Mar 19 13:34:08 CST 2021","Fri Mar 19 13:34:08 CST 2021","176","test","test_api","","","","查询日程-查询多个",""
"passed","Fri Mar 19 13:33:47 CST 2021","Fri Mar 19 13:33:47 CST 2021","110","test","test_api","","","","查看一个频道绑定多个app的情况",""
"broken","Fri Mar 19 13:32:41 CST 2021","Fri Mar 19 13:32:41 CST 2021","1","test","test_api","","","","上传媒体文件-pdf",""
"passed","Fri Mar 19 13:33:22 CST 2021","Fri Mar 19 13:33:23 CST 2021","252","test","test_api","","","","获取pytest_test1的配置",""
"passed","Fri Mar 19 13:32:59 CST 2021","Fri Mar 19 13:33:00 CST 2021","212","test","test_api","","","","获取群成员 - 5",""
"passed","Fri Mar 19 13:33:24 CST 2021","Fri Mar 19 13:33:24 CST 2021","207","test","test_api","","","","获取pytest_test2的配置",""
"failed","Fri Mar 19 13:33:32 CST 2021","Fri Mar 19 13:33:32 CST 2021","116","test","test_api","","","","发送文件-word",""
"passed","Fri Mar 19 13:33:39 CST 2021","Fri Mar 19 13:33:39 CST 2021","613","test","test_api","","","","创建部门可交互式部门2-成员3",""
"broken","Fri Mar 19 13:32:41 CST 2021","Fri Mar 19 13:32:41 CST 2021","2","test","test_api","","","","上传媒体文件-图片",""
"passed","Fri Mar 19 13:33:36 CST 2021","Fri Mar 19 13:33:36 CST 2021","729","test","test_api","","","","创建部门可交互式部门1-成员2",""
"passed","Fri Mar 19 13:34:06 CST 2021","Fri Mar 19 13:34:07 CST 2021","712","test","test_api","","","","修改日程-简单日程2-多个更该提醒设置更改时间",""
"passed","Fri Mar 19 13:34:00 CST 2021","Fri Mar 19 13:34:00 CST 2021","430","test","test_api","","","","简单日程2-提醒我与参与人参与(单个)",""
"broken","Fri Mar 19 13:34:18 CST 2021","Fri Mar 19 13:34:18 CST 2021","383","test","test_api","","","","代办卡片长文本-中号",""
"passed","Fri Mar 19 13:34:11 CST 2021","Fri Mar 19 13:34:11 CST 2021","263","test","test_api","","","","应用7中推送——text",""
"passed","Fri Mar 19 13:33:48 CST 2021","Fri Mar 19 13:33:48 CST 2021","255","test","test_api","","","","发送一条新建的频道消息（应用8）",""
"passed","Fri Mar 19 13:33:17 CST 2021","Fri Mar 19 13:33:18 CST 2021","714","test","test_api","","","","创建公众号私密一位成员-测试应用数量超出限制",""
"broken","Fri Mar 19 13:33:52 CST 2021","Fri Mar 19 13:33:52 CST 2021","137","test","test_api","","","","查询业务事件回调接口-应用5",""
"passed","Fri Mar 19 13:33:57 CST 2021","Fri Mar 19 13:33:57 CST 2021","613","test","test_api","","","","创建日程-简单日程-只提醒参与人(每个工作日重复)",""
"broken","Fri Mar 19 13:32:41 CST 2021","Fri Mar 19 13:32:41 CST 2021","1","test","test_api","","","","上传媒体文件-mp3",""
"passed","Fri Mar 19 13:34:16 CST 2021","Fri Mar 19 13:34:16 CST 2021","281","test","test_api","","","","应用7中推送——datapicker-样式2",""
"passed","Fri Mar 19 13:34:14 CST 2021","Fri Mar 19 13:34:14 CST 2021","264","test","test_api","","","","应用7中推送——超长超链接-样式2",""
"passed","Fri Mar 19 13:32:59 CST 2021","Fri Mar 19 13:32:59 CST 2021","275","test","test_api","","","","设置群主",""
"passed","Fri Mar 19 13:34:12 CST 2021","Fri Mar 19 13:34:13 CST 2021","618","test","test_api","","","","应用7中推送——combox",""
"passed","Fri Mar 19 13:33:34 CST 2021","Fri Mar 19 13:33:34 CST 2021","425","test","test_api","","","","创建部门可交互式部门1",""
"passed","Fri Mar 19 13:32:55 CST 2021","Fri Mar 19 13:32:55 CST 2021","428","test","test_api","","","","设置群成员⻆⾊ - 设置为群管理员",""
"broken","Fri Mar 19 13:33:52 CST 2021","Fri Mar 19 13:33:52 CST 2021","2","test","test_api","","","","test.test_api#test_main",""
"broken","Fri Mar 19 13:34:19 CST 2021","Fri Mar 19 13:34:20 CST 2021","424","test","test_api","","","","代办卡片短⽂本-右边对齐-小号",""
